video_id,category_id,tags_words,title_words,views,tag_length,description_length,title_length,category_names_length,channel_title_length,Analysis_title,Analysis_tags,Analysis_descrp
icqp_XDH_BI,26.0,50,6,150340.0,219.0,1066.0,35.0,13,17.0,Positive,Positive,Positive
icqp_XDH_BI,26.0,50,6,159593.0,219.0,1066.0,35.0,13,17.0,Positive,Positive,Positive
IY-M93e2lok,26.0,55,11,29455.0,210.0,2616.0,52.0,13,9.0,Neutral,Neutral,Positive
IY-M93e2lok,26.0,55,11,57648.0,210.0,2616.0,52.0,13,9.0,Neutral,Neutral,Positive
IY-M93e2lok,26.0,55,11,69018.0,210.0,2616.0,52.0,13,9.0,Neutral,Neutral,Positive
IY-M93e2lok,26.0,55,11,76222.0,210.0,2616.0,52.0,13,9.0,Neutral,Neutral,Positive
6epjkX1sr2M,26.0,68,9,129777.0,229.0,2466.0,46.0,13,13.0,Neutral,Positive,Positive
6epjkX1sr2M,26.0,68,9,149407.0,229.0,2466.0,46.0,13,13.0,Neutral,Positive,Positive
6epjkX1sr2M,26.0,68,9,164694.0,229.0,2466.0,46.0,13,13.0,Neutral,Positive,Positive
6epjkX1sr2M,26.0,68,9,179201.0,229.0,2466.0,46.0,13,13.0,Neutral,Positive,Positive
hpapqEeb36k,26.0,49,11,677167.0,160.0,1412.0,46.0,13,19.0,Negative,Positive,Positive
hpapqEeb36k,26.0,49,11,759465.0,160.0,1412.0,46.0,13,19.0,Negative,Positive,Positive
hpapqEeb36k,26.0,49,11,825470.0,160.0,1412.0,46.0,13,19.0,Negative,Positive,Positive
hpapqEeb36k,26.0,49,11,866709.0,160.0,1412.0,46.0,13,19.0,Negative,Positive,Positive
hpapqEeb36k,26.0,49,11,889168.0,160.0,1412.0,46.0,13,19.0,Negative,Positive,Positive
hpapqEeb36k,26.0,49,11,909177.0,160.0,1412.0,46.0,13,19.0,Negative,Positive,Positive
hpapqEeb36k,26.0,49,11,927271.0,160.0,1412.0,46.0,13,19.0,Negative,Positive,Positive
hpapqEeb36k,26.0,49,11,945652.0,160.0,1412.0,46.0,13,19.0,Negative,Positive,Positive
hpapqEeb36k,26.0,49,11,959300.0,160.0,1412.0,46.0,13,19.0,Negative,Positive,Positive
hpapqEeb36k,26.0,49,11,972293.0,160.0,1412.0,46.0,13,19.0,Negative,Positive,Positive
hpapqEeb36k,26.0,49,11,983194.0,160.0,1412.0,46.0,13,19.0,Negative,Positive,Positive
hpapqEeb36k,26.0,49,11,991224.0,160.0,1412.0,46.0,13,19.0,Negative,Positive,Positive
0ANDjPQPS_Q,26.0,27,11,25796.0,107.0,447.0,51.0,13,10.0,Positive,Positive,Positive
0ANDjPQPS_Q,26.0,27,11,26621.0,107.0,447.0,51.0,13,10.0,Positive,Positive,Positive
0ANDjPQPS_Q,26.0,27,11,27408.0,107.0,447.0,51.0,13,10.0,Positive,Positive,Positive
0ANDjPQPS_Q,26.0,27,11,27834.0,107.0,447.0,51.0,13,10.0,Positive,Positive,Positive
0ANDjPQPS_Q,26.0,27,11,28055.0,107.0,447.0,51.0,13,10.0,Positive,Positive,Positive
0ANDjPQPS_Q,26.0,27,11,28210.0,107.0,447.0,51.0,13,10.0,Positive,Positive,Positive
0ANDjPQPS_Q,26.0,27,11,28337.0,107.0,447.0,51.0,13,10.0,Positive,Positive,Positive
0ANDjPQPS_Q,26.0,27,11,28506.0,107.0,447.0,51.0,13,10.0,Positive,Positive,Positive
0ANDjPQPS_Q,26.0,27,11,28684.0,107.0,447.0,51.0,13,10.0,Positive,Positive,Positive
0ANDjPQPS_Q,26.0,27,11,28869.0,107.0,447.0,51.0,13,10.0,Positive,Positive,Positive
4zD4HPlc-BE,26.0,59,4,21500.0,169.0,2378.0,18.0,13,11.0,Negative,Negative,Positive
4zD4HPlc-BE,26.0,59,4,18506.0,169.0,2378.0,18.0,13,11.0,Negative,Negative,Positive
4zD4HPlc-BE,26.0,59,4,18431.0,169.0,2378.0,18.0,13,11.0,Negative,Negative,Positive
4zD4HPlc-BE,26.0,59,4,18461.0,169.0,2378.0,18.0,13,11.0,Negative,Negative,Positive
4zD4HPlc-BE,26.0,59,4,18601.0,169.0,2378.0,18.0,13,11.0,Negative,Negative,Positive
4zD4HPlc-BE,26.0,59,4,18629.0,169.0,2378.0,18.0,13,11.0,Negative,Negative,Positive
4zD4HPlc-BE,26.0,59,4,19590.0,169.0,2378.0,18.0,13,11.0,Negative,Negative,Positive
4zD4HPlc-BE,26.0,59,4,46311.0,169.0,2378.0,18.0,13,11.0,Negative,Negative,Positive
4zD4HPlc-BE,26.0,59,4,72672.0,169.0,2378.0,18.0,13,11.0,Negative,Negative,Positive
4zD4HPlc-BE,26.0,59,4,78106.0,169.0,2378.0,18.0,13,11.0,Negative,Negative,Positive
S-iiG3-4FJ8,26.0,41,5,122983.0,145.0,1082.0,28.0,13,12.0,Neutral,Neutral,Positive
S-iiG3-4FJ8,26.0,41,5,137025.0,145.0,1082.0,28.0,13,12.0,Neutral,Neutral,Positive
S-iiG3-4FJ8,26.0,41,5,145131.0,145.0,1082.0,28.0,13,12.0,Neutral,Neutral,Positive
S-iiG3-4FJ8,26.0,41,5,150338.0,145.0,1082.0,28.0,13,12.0,Neutral,Neutral,Positive
S-iiG3-4FJ8,26.0,41,5,153925.0,145.0,1082.0,28.0,13,12.0,Neutral,Neutral,Positive
S-iiG3-4FJ8,26.0,41,5,157578.0,145.0,1082.0,28.0,13,12.0,Neutral,Neutral,Positive
S-iiG3-4FJ8,26.0,41,5,161510.0,145.0,1082.0,28.0,13,12.0,Neutral,Neutral,Positive
S-iiG3-4FJ8,26.0,41,5,163432.0,145.0,1082.0,28.0,13,12.0,Neutral,Neutral,Positive
S-iiG3-4FJ8,26.0,41,5,165128.0,145.0,1082.0,28.0,13,12.0,Neutral,Neutral,Positive
S-iiG3-4FJ8,26.0,41,5,166178.0,145.0,1082.0,28.0,13,12.0,Neutral,Neutral,Positive
S-iiG3-4FJ8,26.0,41,5,166971.0,145.0,1082.0,28.0,13,12.0,Neutral,Neutral,Positive
0oXu0XfXYYE,26.0,62,8,903796.0,198.0,2981.0,34.0,13,6.0,Neutral,Positive,Positive
0oXu0XfXYYE,26.0,62,8,1020294.0,198.0,2981.0,34.0,13,6.0,Neutral,Positive,Positive
Djxjmq9pvrM,26.0,78,9,118227.0,263.0,1238.0,46.0,13,13.0,Neutral,Positive,Positive
Djxjmq9pvrM,26.0,78,9,137551.0,263.0,1238.0,46.0,13,13.0,Neutral,Positive,Positive
Djxjmq9pvrM,26.0,78,9,145499.0,263.0,1238.0,46.0,13,13.0,Neutral,Positive,Positive
Djxjmq9pvrM,26.0,78,9,154520.0,263.0,1238.0,46.0,13,13.0,Neutral,Positive,Positive
Djxjmq9pvrM,26.0,78,9,161370.0,263.0,1238.0,46.0,13,13.0,Neutral,Positive,Positive
Djxjmq9pvrM,26.0,78,9,166906.0,263.0,1238.0,46.0,13,13.0,Neutral,Positive,Positive
Djxjmq9pvrM,26.0,78,9,171834.0,263.0,1238.0,46.0,13,13.0,Neutral,Positive,Positive
Djxjmq9pvrM,26.0,78,9,175428.0,263.0,1238.0,46.0,13,13.0,Neutral,Positive,Positive
Djxjmq9pvrM,26.0,78,9,178932.0,263.0,1238.0,46.0,13,13.0,Neutral,Positive,Positive
Djxjmq9pvrM,26.0,78,9,181706.0,263.0,1238.0,46.0,13,13.0,Neutral,Positive,Positive
Djxjmq9pvrM,26.0,78,9,184115.0,263.0,1238.0,46.0,13,13.0,Neutral,Positive,Positive
FVwR2zK_Ahs,26.0,79,6,136008.0,186.0,729.0,26.0,13,14.0,Neutral,Neutral,Positive
FVwR2zK_Ahs,26.0,79,6,152807.0,186.0,729.0,26.0,13,14.0,Neutral,Neutral,Positive
Ssvv40iz-Ls,26.0,78,7,40829.0,318.0,1237.0,39.0,13,9.0,Positive,Positive,Positive
Ssvv40iz-Ls,26.0,78,7,47995.0,318.0,1237.0,39.0,13,9.0,Positive,Positive,Positive
Ssvv40iz-Ls,26.0,78,7,50398.0,318.0,1237.0,39.0,13,9.0,Positive,Positive,Positive
Ssvv40iz-Ls,26.0,78,7,51637.0,318.0,1237.0,39.0,13,9.0,Positive,Positive,Positive
Ssvv40iz-Ls,26.0,78,7,52675.0,318.0,1237.0,39.0,13,9.0,Positive,Positive,Positive
Ssvv40iz-Ls,26.0,78,7,53880.0,318.0,1237.0,39.0,13,9.0,Positive,Positive,Positive
Ssvv40iz-Ls,26.0,78,7,55013.0,318.0,1237.0,39.0,13,9.0,Positive,Positive,Positive
Ssvv40iz-Ls,26.0,78,7,55610.0,318.0,1237.0,39.0,13,9.0,Positive,Positive,Positive
hq9SEUlkZ5s,26.0,60,7,136549.0,264.0,1188.0,40.0,13,17.0,Positive,Negative,Positive
hq9SEUlkZ5s,26.0,60,7,145156.0,264.0,1188.0,40.0,13,17.0,Positive,Negative,Positive
hq9SEUlkZ5s,26.0,60,7,151328.0,264.0,1188.0,40.0,13,17.0,Positive,Negative,Positive
hq9SEUlkZ5s,26.0,60,7,154215.0,264.0,1188.0,40.0,13,17.0,Positive,Negative,Positive
hq9SEUlkZ5s,26.0,60,7,156686.0,264.0,1188.0,40.0,13,17.0,Positive,Negative,Positive
hq9SEUlkZ5s,26.0,60,7,158974.0,264.0,1188.0,40.0,13,17.0,Positive,Negative,Positive
hq9SEUlkZ5s,26.0,60,7,161008.0,264.0,1188.0,40.0,13,17.0,Positive,Negative,Positive
hq9SEUlkZ5s,26.0,60,7,163100.0,264.0,1188.0,40.0,13,17.0,Positive,Negative,Positive
hq9SEUlkZ5s,26.0,60,7,164398.0,264.0,1188.0,40.0,13,17.0,Positive,Negative,Positive
hq9SEUlkZ5s,26.0,60,7,165437.0,264.0,1188.0,40.0,13,17.0,Positive,Negative,Positive
