comment_text,likes,replies,Analysis_comments
Another superstar telling people how to think. I agree Trump is crazy but he isn't pure evil like everyone makes him out to be. Still better then Hillary.,0,0,Positive
Wait until he drops his next album...Gonna be dope af,0,0,Positive
Trump is 71 so he want live that much longer _,0,0,Positive
I can tell he's upset obviously lol nBOW lol. Sounds like Resident Evil.nI'm sorry Eminem you sound dope. Just because your famous it doesn't mean you are the Pope.nMaybe you need to get a little bit older Cuz idubbbz is dope ,0,0,Positive
Becareful Eminem he will build a wall around your house and ban all rappers from America.,0,0,Positive
YA THE VIDEO WAS FUNNY BUT COME ON CAN YOU GUYS REALLY SAY THIS WAS FIRE,0,0,Positive
Now its time to see who actually is an eminem fan.If you actually want to leave your best rapper who helped you when no one couldnt just because of some stupid president than you really never were a Stan.,1,0,Positive
"You people actually think Trump is in charge of your country? It doesn't matter who gets in, the same agenda will be played out. Learn to work together and live in peace. They want you to argue and fight amongst yourselves. It's classic divide and conquer techniques.",0,0,Positive
CAN SOMEBODY PLEASE GET JA RULE TO GIVE HIS OPINION ON THIS MATTER? WE NEED JA,0,0,Positive
Can anyone make english subtitles to this? I appreciate that.,0,0,Positive
Cuck God. I hope his new album is better than this,0,0,Positive
Rise against Trump and his supporters. _,0,0,Positive
The little snowflake _ Trumplets are gonna be triggered by this.,0,0,Positive
Ah the perfect rapper to brain wash the youth to hate trump even more,1,0,Positive
Every celebrity should go twitter and say salute the flag if your against Trump.,0,0,Positive
Anything with Trump in the title beats Youtube's trending tab confirmed,1,0,Positive
Moronic sheep in these comments dont even realize Em and Trump are both in the same Satanic team they will be sitting back laughing at all of you mental midgets while the fires burn around us.,0,0,Positive
"Lost respect for Eminem Trump is trying to drain the swamp from the 4 or 5 corrupt last presidents and its no where near easy for him, i wish eminem would leave out politics and he was right about Bush but now he seems to be on the side of evil and when has trump said anything racist? its clear eminem only watches mainstream news",6,0,Positive
"O.. that was it? nnpft. nnI'm not Trump fan, but I do like some o' de ol Emineminem.. nnBut that was just old news being ranted between huffing and puffing..nCertainly did not live up to the hype.",1,0,Positive
Didn't think eminem was retarded,0,0,Positive
Some people hating and saying he fell off because this isn't a pop song with a hook. nnIt's a message that rhymes. Like real hip hop. Think of it as Street poetry. ,0,0,Positive
I'm waiting for the movie: trump supporters vs non trump supporters,0,0,Positive
I'm just here for the insightful comments.,0,0,Positive
Eminem is old. I used to love him until this. He's so rich and has to pretend to be poor and in touch with his blackies. I didn't know if I should laugh at him or cry for him.,0,0,Positive
Y is bet helping the government stage a race war??,1,0,Positive
"All Ego bullshit, they don't care about real change. Trump is still a billionaire, US president, and commander in chief. He's doing something right, so stfu",1,0,Positive
Love it,0,0,Positive
Butt hurt trump supporters,0,0,Positive
"Your finished emenem, you sound like shit.",0,0,Positive
Oooohhhh,0,0,Positive
Truth serum=> Trump supporters _Take your daily dose,0,0,Positive
Not good.,0,0,Positive
Trump supporters on suicide watch ,0,0,Positive
The Real Dare..,0,0,Positive
Hahahaha Eminem used to be my favourite rapper.. Bye Felicia lol,0,0,Positive
Lame,0,0,Positive
Gayyyyyyy,0,0,Positive
All the trump supports butthurt,0,0,Positive
obsessed much?,0,0,Positive
Marshall doesn't Matter,0,0,Positive
,0,0,Positive
0:24 _邪 _邪屑_ 谢_ 芯_胁械_懈,0,0,Positive
Youe fired,0,0,Positive
RUN FOR PRESIDENT ,0,0,Positive
_も,1,0,Positive
Well done white boy ,0,0,Positive
wigga u gay,0,0,Positive
This is cringy asf,0,0,Positive
Eminem for president 2020,0,0,Positive
DON DEMARCO DEMARCO B RABBIT BACK ON HIS BULLSHIT,0,0,Positive
Wait  FAKE ASS RAPPER,0,0,Positive
Trump is triggered,0,0,Positive
Shady is losing it...,0,0,Positive
As much as I dont like trump. About 80% of this was MSNBC bull shit.,1,1,Positive
People are too caught up in politics and it annoying. Why can we all just live?,1,1,Positive
Eminem once joked about kids dying at Columbine. Now he's an SJW lol.,2,1,Positive
Eminem went in on trump ass,1,1,Positive
"_fuhk trump dont give a fuhk what anyone thinks fuhk trumpppp i been saying he a lil bitch _ dont care what yall think its all hypocritical vs. Politics vs. Historical am here trying to change into peace nd unity ,but donald the bitch is fuhking it all up i stand nd will stand with Em _",0,0,Positive
Em is a clown,0,0,Positive
"Come on guys, let's just take a step back and talk this through...",0,0,Positive
"Just because we support our President, doesn't mean that we ignore that he is a snake who may lead us to a nuclear holocaust.",0,0,Positive
"So after all the years I've supported Eminem, it's like that just because I support Trump? ",0,0,Positive
I Love McDonald,0,0,Positive
"All these people are saying I lost respect for Eminem after this, he said clearly if you can't decide he'll do it for you so I don't think he cares...",0,0,Positive
"EMINEM is smart.., but seriously you F boys got to get off his INSANE hypocrisy and nuts now",0,0,Positive
It's sad how he's desperate to be relevant again and he's cussing someone who's be cussed a billion times,0,0,Positive
Go vote and make a difference every body fighting makes America look so weak and we need to get together,0,0,Positive
Wait ...why is it so censored?,0,0,Positive
Everything eminem has said about politics in his music in the past now means nothing to me. All the weight they used to hold has gone with this video. He has picked a political just side to stay relevant.,0,0,Positive
funny how he is about to release new album in Nov and now is asskissing the establishment for exposure.. this is so fukin` pathetic....,0,0,Positive
Em is so  much better than any other new rapper that it's not even funny. Literally nobody wants to beef with him,0,0,Positive
566K Likes 65K DislikenThe comments sections has a disproportionate number of hate comments toward Eminem.  nThe Trump Russian Troll Factories and the USA redneck keyboard warriors are hard at work again. n Eminem is the best.,0,0,Positive
It's sad that someone with really great lyrics is such a moron.,1,0,Positive
the niggies are gona be all riled up over this lol. like they need another reason to violent savages.,0,0,Positive
"Shit, I think I'm going to stand by myself. #lineinthesand",0,0,Positive
Throw that piece of shit against the wall til it sticks.,0,0,Positive
He ain gonna do shit. Eminem a bitch.,1,0,Positive
I yawned and almost fell asleep.. this can't be better than Black Thought from the Roots Come on he even put his chain on.. BOOOOOOOOOOOOOOOOO Tell him to take his slow walking ass back to Beverly Hills  _It's all about WUTANG new album The Saga Continues People Say 100,0,0,Positive
What's up w the background men,0,0,Positive
I'm still surprised Trump hasn't gone a whiney Twitter rant about Eminem yet. John Kelly must be doing double babysitter duty these last few days.,0,0,Positive
Stop deleting comments Let people speak up for whatever they want,0,0,Positive
Yeah son. Represent. You tell it how it is.,0,0,Positive
"Lol Cringe, what's this gonna do? Overthrow him? Think Again. As much as I dont like the guy, no matter what people say, its not going to change.",0,0,Positive
"(Left): OMG this is amazing, we love Eminem even more now (Right): He's part of the antiwhite establishment, a washed up rapper looking for attention. He went in on Trump so he's no longer a great rapper.",0,0,Positive
Ricegum is better than this ,0,0,Positive
Where's the un censored one?,0,0,Positive
Isn't this guy in his mid 40's? He's a little old to be making little rhymes,0,0,Positive
Now all we have to do is wait for Trump to respond.,0,0,Positive
And don't tell us how to defend our families you and your bodyguards,0,0,Positive
our economy is up 5 trillion if y'all was leaders interested if following people blindly you might know this.,0,0,Positive
He didn't have to say anything about trump or athletes or anything about America and he'd still be relevant. It's eminem he'll always be relevant.,0,0,Positive
Eminem is the king that never dies,0,0,Positive
He's got a good way of putting things. Respect,0,0,Positive
Next Video : Trump's reaction to Eminem's Youtube Video.,0,0,Positive
"Absolutely awesome As a black man raised in the 80s, this white guy is the only white musician with born skills in rapping who hasn't talked evil shit about black people. Like Eddie Murphy said_some of if you can learn but most of it you have to be born with. Eminem was born with it and talking for blacks and against Trump has gotten to be real uncommon nowadays with the innate white supremicists coming out and showing their Satan worshipping true nature. Kudos Eminem",0,0,Positive
Trump is such a moron,0,0,Positive
"I am Em fan, but why it's so cringy?",1,0,Positive
Donald Trump Says He Would Vote for Eminem n,0,0,Positive
Goosebumps all over... Donald Trump might start something the whole world cannot stop. Support your conscience,0,0,Positive
Wow look at Em's approval......trump only wishes for that  kind of real ...love.....and respect... Iam near 70 year old Grandma....Props to you Em.......Diamond and Silk  failed comic mimic of you sucked just like their clueless leader trump sucks.......,0,0,Positive
Yea yea this is champ E M I N E M ,0,0,Positive
People:appers should not talk about politics. They should stick to making songs.nMe:AHAHAHAHAHAHAHAHAHA_,0,0,Positive
Em's good with beard..,0,0,Positive
Minority groups like Trump voters need to understand that Eminem speaks for America.,0,0,Positive
The day Trump supporters lost the only rapper they ever liked lol my respects em killed it,0,0,Positive
An old has been has an album out next month and attempts an absolutly shit publicity stunt to sell it.  Fail.,1,0,Positive
"That's an aweful hot coffee pot, should i drop it on donald trump, problably not but thats all i got < whole freestyle summed up in the first line, eminem spitting fallacies and bullshit to encourage more sheep, 'omg eminem said this, my political view must change so i can be like the real slim shady' .. lmfao, buy into it libtards, buy into it. YOutube will make anything a trend so long as it agrees with their agenda. pathetic rap,  eminem hasnt been good for near 5 years.",0,0,Positive
"This guy popularized freestyle? Jesus that was horrible and hardly freestyle. A freestyle requires flow. This was slam poetry at its core. slim sheckle, the guy who talks about raping his mom with a chainsaw claims to be a moral arbiter and cant even come up with a steady rap about something he claims to care about.",0,0,Positive
He sounds like hes battle rapping a ghost but nobody is hyping his wack shit up,0,0,Positive
Hahahahah poor guy but ya you are really a peaceful guy,0,0,Positive
 Subscribe so you like,0,0,Positive
"WHOEVER GOES FOR TRUMP ,  LIKE THIS VID",0,0,Positive
This is a big chance to break through some walls of ignorance  some Trumpers might actually listen Go Eminem,0,0,Positive
Damnnnn Eminem woke as hell  who would've thought,0,0,Positive
obama started all this race shit now they wanna blame trump,0,0,Positive
FU@% that cracker ... if he really had to carry a tune he would be working at Jax car wash.  Talentless mofo mother goose ryming shyt... ya'll so dumb you eat that spaghetti puke right up.  Let me hear your REAL voice Marshal... LMAO  Stick to NOT singing too,2,0,Positive
This is all just a distraction to keep the world from knowing about all of the Hollywood pedophilic sex criminals getting exposed,1,0,Positive
Why did eminem have to get involved in this. I get he is one of the guys who is suppose to always give his opinion on important shit but eminem was my favorite rapper and he just talked shit about all my beliefs. For me that's enough to stop listening to him. Disappointed,2,0,Positive
"I'M GETTING RID OFF ALL MY EMINEM CD'S , OH WAIT , I DON'T HAVE ANY , BWAHAHAHA : ) )",2,0,Positive
The rest of the world :nagrees trump sucks  nnTrump supporters: n*continues to suck this orange fossils dick* ,1,0,Positive
Americans are so funny these days :D,0,0,Positive
*_写械 斜谢_ 械斜懈械 斜_懈_?*,0,0,Positive
#realtalk,0,0,Positive
Eminem for president,0,0,Positive
"D10s,Valium,Xanax 2mg and Upj90s WhatsApp WHATSAPP ##+1(403)8141154 nBuy Diazepam(10mg)_Ziomvane_Ritalin40mg_Activist_Upj90s(XANAX 1mg)_OxyContin_Xanax (2mg)_Zopiclone_Pex 2mg Lyrica (300mg)_Roche Valium(10mg)_Diazepam(10mg)_Methadone_Alprazolam npowder_GG2492mgRoxicodone30mg98%cokeHeroinVicodinSuboxoneAdderall_PercocetKlonopinFentanyl_Ambien   For more info Contact me now on Whats App Number::+1(403)8141154",0,0,Positive
FDT,0,0,Positive
Damn,0,0,Positive
I'm with Eminem  #FuckTrump,0,0,Positive
Choose now Trumpians... We're waiting,0,0,Positive
This is poison,0,0,Positive
Bye E,0,0,Positive
lol even slim shaddy can't stump the trump xD,0,0,Positive
hypocrite hollywood leftist libtards paid him well.,1,0,Positive
#1Trending anyone?,0,0,Positive
I choose Trump not rabbit,0,0,Positive
Another impulsive girl,0,0,Positive
Wtf?,0,0,Positive
Get lyrics of eminem dissing trump(EXPLICIT) heren,0,0,Positive
Heil Putin,0,0,Positive
Give it ,0,0,Positive
very well spoken mr eminem.,0,0,Positive
Eminem ,0,0,Positive
,0,0,Positive
THIS DUDE RAPPED 434 SYLLABLES IN 57 SECONDS ,4,0,Positive
eminem is awesome,0,0,Positive
AHHHHHHHHHHH MY DUDE,0,0,Positive
Your washed up,0,0,Positive
I choose Eminem,0,0,Positive
Stop deleting my comments you censoring pussies,0,0,Positive
Give me name Sneaker of EMN. plz,0,0,Positive
Anyone who disliked are bitch ass racist cocksuckers,0,0,Positive
Yes dude yes,0,0,Positive
TRUMP 2020,2,0,Positive
make Obama prez again,1,0,Positive
I chose eminem.,1,0,Positive
Who else is waiting on Donald's diss track?,0,1,Positive
THIS IS SOON GONNA THE NATIONAL ANTHEM ,22,2,Positive
Why did they blur f*ck but didn't blur shit?,0,0,Positive
So Eminem is so washed out he has to use trump to get votes,0,0,Positive
"He, says Jesus, who is not with me is against me.",0,0,Positive
Pathetic. Listening to this degenerate taking the moral high ground  a good laugh though.,0,0,Positive
"Eminem has sparked a revolution. More celebrities, millionaires, billionaires CEO's , entertainers, athletes, politician's should come together. They should ALL come together and for 1 day or 1 Week and Every platform they have via social media or television should scream their disapproval of the president. They shouldn't do it in a PC way but truly say how they feel.",0,0,Positive
Seems its about time for people of USA to unite and fight bridges not walls,0,0,Positive
"This sucked plain and simple.nI dont care about Trump,hes not my presidentnAnd Eminem is my favorite rapper but this didnt feel right, somethings off...nI just didnt feel this and I have been listening to this guy for over 10 years",0,0,Positive
he's a punk ass bitch,1,0,Positive
It's was shit and I'm 33 Frank,0,0,Positive
"goo Eminem, even though I don't live in the USA I agree with Eminem all the way",0,0,Positive
So are we supposed to be intimidated by the fatherless black thugs in the background if we are white republicans?  I love it,1,0,Positive
Eminem not as good as he once was but still 100% better than the whack rappers of this generation,0,0,Positive
What do people want. What the hell did Donald Trump do to everybody. He's only one man that has to run the U.S. What the hell did Obama do?,0,0,Positive
He used to be controversial. Now he's the on the side of the dominant culture. Sad,0,0,Positive
I find this offensive,2,0,Positive
"Just in case you didn't know, Eminem has actually dissed Bush in his song Mosh. So no, it's not the first time he gets into politics.",0,0,Positive
"You ever see some shit so dumb that you can't even respond properly? Like, you got to deadass sit back and think... damn, this person really thought this out somehow, like in their heads? My reaction whenever Trump supporters utter words",0,0,Positive
It seem like everybody is hating what he said the man is speaking up for what's right all of you Trump supporters are the only ones who is hating the freestyle,0,0,Positive
This is so bad,1,0,Positive
I waiting for South Park to do something with this lmao,0,0,Positive
Soon somebody makes a beat for this n we gonna hear a nice track ,0,0,Positive
That Buick Grand National is on drag radials ,0,0,Positive
this is just frickin stupid . Like Eminem is a good judge of the world. What a bunch of trash seriously,0,0,Positive
where was he as OBAMA had dropped the bombs. 26000 bombs just in 2016 that's 3 bombs an hour crazy world and he got  the Nobel Peace Prize,0,0,Positive
"To be fair, you have to have a very high IQ to understand this diss track.",1,0,Positive
Eminem: *he's Gunna get rid of all immigrants*n*He's gunna build dat thang up taller dan this*nLol Eminem kills me ,0,0,Positive
What a piece of shit moron wigger. Who cares what that idiot has to say about anything? Your rap sucks like all rap. Just do what you do best. Bend over and suck dick ,1,0,Positive
always loved marshall but that shit sucked ouch...fukn slayer,0,0,Positive
">When you try to diss Trump, but you stumble over your own words constantly and have to pause for 5 seconds every 10 seconds, but you're the Rap God.",1,0,Positive
"thanks eminem ,i am from iran ,,,trump is a stupid man",0,0,Positive
This should be illegal because Em' just raped a person to the ground,0,0,Positive
Hahaha this is the worst freestyle rapping I've ever heard. I don't care that it's about Trump. It's just sad.,0,0,Positive
"1:20 Except when it comes to having the balls to go against me you hide them... Just gotta say Trump tweets about everything the second it happens. It's been like 3 days since this video came out and no response from Trump. I'm just going to let Eminem finish this 1:25 Cause, you don't got the f*ckin nuts like an empty asylum...",0,0,Positive
Guess who's back?,0,0,Positive
I can wait for his album,0,0,Positive
IF EMINEM WASN'T RAP GIFTED MULTI MILLION AIRE AND JUST A GUY NAMED MARSHALL FROM DETROIT WHO'S UNEMPLOYED BECAUSE HIS CONGRESSMAN AND SENATORS MADE A DEAL WITH MEXICO FOR CHEAPER LABOR AND KICKBACKS I THINK YOU MIGHT SEE HIM AT A TRUMP RALLY,0,0,Positive
i doubt this actually has 779k likes highest liked comment has 340 likes lul,0,0,Positive
u can tell this was straight off the top,0,0,Positive
You know the rap is trash when the rapper uses the word 'Orange',0,0,Positive
All i have to say is anyone who pressed the dislike button on this video got buttyhurt _ typical trashy trAmp supporters  Eminem spitting bars BOY. _,0,0,Positive
What a loser you are Em..............,0,0,Positive
"All my friends love Eminem, and I have to say that I love this rap.",0,0,Positive
This is sad. Wasn't expecting Eminem to jump on the not my America bandwagon. But then again he does have a new album coming out in 30 days. Trying to get sales? This is the one album I won't buy from him. If your saying chose a side..... the President of America or Eminem???? Easy lol,0,0,Positive
I am with you honey my fist balled up. I love you and appreciate your stand. Be real keep it real thank you for speaking for us _わ_,0,0,Positive
"I don't know if this is bad, or just different to his songs and therefore I have no freaking clue.",0,0,Positive
This comment section be toxic af like GAW DAYUM I in the middle on this shit tbh. I ain an Eminem fan nor am I a trump supporter. But the most annoying part so far is Eminem dick riders like just stop... う锔,0,0,Positive
The white is speaking and the blacks are staying quiet. RACIST,0,0,Positive
Wtf this sounds like shit feels bad he can only rap 2 sentences in a minute,0,0,Positive
This is the shittiest dis track ever ,0,0,Positive
You ask America to stand up sorry but I think they are too busy taking a knee..........,1,0,Positive
"Awww, thats sad. Look at him trying to stay relevant. Nothing that he said was even intelligent.nI suppose that's the game,  when they start losing their fame,  old white rappers get lame, and they, start placing the blame...... I could do this shit all day.... rap is  stupid and easy. Just like hating the president.",1,0,Positive
"Whether you like or hate Trump, you gotta admit that this rap was garbage especially compared to Eminem's other raps. It has nothing to do with it being arcapella either, it just sucked as a rap XD",1,0,Positive
Kid Rock needs to slap this BITCH ,1,0,Positive
how to loose any respect you ever had in 4:35 minutes....nhow sad and kinda awkward that was.,1,0,Positive
"Trump is the new counter culture, the antipolitician. Kind of like Eminem used to be. Now he supports the establishment. Just a washed up, ignorant punk.",1,0,Positive
All these white people be like wtf dude I liked u until u did this,1,0,Positive
It don't feel right,2,0,Positive
BET by definition is racism at work.  Why to keep people devided.,1,0,Positive
Love how all the of trump supporters and just general haters of Eminem continue to comment on his videos like it's going to change anyone's opinion or even his _,0,1,Positive
"If he gets an award for that, they should give out awards to everyone. Oh yeah they do...",0,0,Positive
Slim daddy_い_い_い,1,0,Positive
I Died ,0,0,Positive
You mad bro?,0,0,Positive
didn't knew mortals could spit fire,0,0,Positive
What a fucktard.,0,0,Positive
enema man,0,0,Positive
Hmmmmmm....... deep or disingenuous?................. jury out....,0,0,Positive
Nation anthem,0,0,Positive
Stay retired MNm.,1,0,Positive
Disgusting video,1,0,Positive
Cringe,0,0,Positive
I missed eminem,0,0,Positive
goo.gl/sKApKR Subscribe Me Please _,0,0,Positive
Imagine Trump responding with a diss track,2,0,Positive
Nice buick,0,0,Positive
,0,0,Positive
We all eminem.,0,0,Positive
... DONALD TRUMP ... COVFEFE POT ... PROBABLY NOT ...,0,0,Positive
Stfu ur trying to act tuff and ur censoring yourself,1,0,Positive
"art, schmart...whata putz",0,0,Positive
Eminem is FINE DAMN_わわわ_,0,0,Positive
A good man,0,0,Positive
,0,0,Positive
Eminem is gay,0,0,Positive
My ears came so hard,0,0,Positive
The rap GOD.,0,0,Positive
This shits still number 1 on trending??,0,0,Positive
Eww,0,0,Positive
Slim shady to a baller shady,0,0,Positive
new video dropping today ,0,0,Positive
"Eminem,harvey weinstine ,Hitlary cunton/ bill rapest cunton, approve this message..",1,0,Positive
Who is m&m ?,1,0,Positive
Dead to me.,1,0,Positive
#blacklivesdontmatter,1,0,Positive
Eminem is right,0,1,Positive
Eminem for president,1,3,Positive
Another illuminati pupet says what he need to say,0,1,Positive
"Eminem has great talent. However,I am a believer of God that will be going to the Miltary to serve my Country that I love. These two things put me in a certain state of mind...The way to unite is not to condemn those who are against us .God will take care of that , the battle is already won. We must speak truth but in doing that let's show President Trump that we have a high standard for his Job title . We can't show him this by disrespecting him because he is still currently the leader of our Country ,Commander in Chief. We have to remember that our children's children will see what this generation of people in these times did and say just like we look at times before us. Let's start a movement of change  that represents who we want to be in this country and what we want our country to look like . Division from those who don't think like us by using words of hate is just as bad and can't create a world more of unity . Love creates love . Hate can't create love.",0,1,Positive
I am from Germany I undenderstand not much but Eminem fucked Trump  _,0,1,Positive
That is not Eminem Look at his eyes Its a clone from him maybe.,1,0,Positive
Diqqa thats weird. He is to old for rap or freestyle or hip hop now.,0,0,Positive
"Im reading most these comments and your all expecting some fire bars or a track ,he trying to convey a message which clearly means something ... yall to stupid to see that",0,0,Positive
Everyones knocking the delivery thats great and all i get it the flow isnt their but hes doing it angry NOT clear headed.. Some of u need to watch the news to know what hes talking about... Hes about to start world war 3 and some of you are still like  yay trump.... Idiots.... Its the lyrics not the delivery stop tryin to lip sync n rap to everything that plays off ur phone n focus on whats being said maybe u would understand more then just music but world issues as well... Hes 100% correct about all the issues he spoke of... Rest of u stop hoping theirs gunna be some catchy beat u can shake ur ass to and LISTEN,0,0,Positive
Lame. Total sell out. Never buy another album from this has been.,0,0,Positive
Yep I'm against Eminem you white trash.............do nothing bitch .......go back to your white trash supporters and your brothas in the kkk............,0,0,Positive
is this a parody of what he thinks a political song should be?,0,0,Positive
This shit sucks. I always wanted to rap like Eminem. Now I can.,0,0,Positive
Everybody WHO Said Thats cringy have no mention about Music.. it Is es FREESTYLE... without a beat. This is for everybody who said that: make it better,0,0,Positive
What a kiss ass. always was,0,0,Positive
"power to the people, F the taxes get on the Bitcoin and be free   cut that middle man",0,0,Positive
"Oh, look Some aging celebrity trashtalking Trump Way to be a pioneer",0,0,Positive
who gone drop the lyrics?,0,0,Positive
Hey Marshall that shit you spewing ain't hip hopnYour lyrics are dryer than Gandhi's flip flop,0,0,Positive
Marshall Mathers your a coward. I hope this really hurts you.,0,0,Positive
EminemnLostnThenPlot,0,0,Positive
everyone who dislike this is for Trump.,0,0,Positive
"And Eminem proves beyond a shadow of a doubt that Orange is definitely The New Black.nnnRacist much, Marshall.",0,0,Positive
Why am I here? I don't even watch BET. Gave that shit up years and years ago. nnI'm out.,0,0,Positive
"Damn We got Eminem spitting than snoop dog crying, than NFL Twitter where da faq is U.S.A @ FYI all you new Ex Eminem fans have to call him Marshall now",0,0,Positive
Who is eminem in 2017? Seriously.,0,0,Positive
Give Obama props? For what? Leaving American tax payers a $20 trillion national debt? Invading and destroying more countries than any other US president? Killing more civilians in drone strikes and bombing campaigns than any other president? Deporting more immigrants than any other president?nnHas Eminem got a contract with CNN now?,0,0,Positive
loved u once. now ur just an sjw dickhead,0,0,Positive
YES THATS RIGHT....    HE GOT IT  BIG SHOT 2 EMINEM,0,0,Positive
"DIVIDE ET IMPERA  start thinking and just listennObama, Trump  the other sides of same corrupted systemnBoth supporters are right, busy fighting with each other,nOh mother  they help to introduce a New World Ordernn",0,0,Positive
Watching all these people comment this is trash and shit because they don't understand the meaning behind the words,0,0,Positive
EMINEM FOR PRESIDENT SAY I DO,0,0,Positive
"What a boring video, I did hope to hear a new nice music clip from him :(",0,0,Positive
I want to see Eminem rap about M&m's,0,0,Positive
He disappears and when he comes back he disses the POTUS? He just wants attention and what better place to do it than on BET,0,0,Positive
Is this even MM it doesnt even sound or look like him? It just shows people that are SJW are just bitching over everything now a days,0,0,Positive
"That was some of the Worst, Crappiest, and SLOWLY spoken Nursery rhymes I have ever heard  LOLOL Vanilla Ice is better. OMG",1,0,Positive
Man this fool sucks. I can't believe this is the best em had. Guess he needed something to sell his album.,0,0,Positive
Dont want to make this about color but when white rappers flow like this they are untouchable,0,0,Positive
A clear explanation that Eminem's days are over.,0,0,Positive
